name,rating,genre,released,country,gross,company
I'm Gonna Git You Sucka,R,Action,"January 11, 1989",United States,13030057.0,Front Films
Pumpkinhead,R,Fantasy,"January 13, 1989",United States,4385516.0,De Laurentiis Entertainment Group (DEG)
Dirty Rotten Scoundrels,PG,Comedy,"December 14, 1988",United States,42039085.0,Orion Pictures
Friday the 13th Part VII: the New Blood,R,Horror,"May 13, 1988",United States,19170001.0,Paramount Pictures
License to Drive,PG-13,Comedy,"July 6, 1988",United States,22433275.0,Twentieth Century Fox
Hellbound: Hellraiser II,R,Horror,"December 23, 1988",United Kingdom,12090735.0,New World Pictures
Frantic,R,Crime,"February 26, 1988",France,17637950.0,Warner Bros.
Colors,R,Action,"April 29, 1988",United States,46616067.0,Orion Pictures
My Stepmother Is an Alien,PG-13,Comedy,"December 9, 1988",United States,13854000.0,Weintraub Entertainment Group
A Cry in the Dark,PG-13,Biography,"November 11, 1988",Australia,6908797.0,Cannon Entertainment
The Lair of the White Worm,R,Comedy,"October 21, 1988",United Kingdom,1189315.0,White Lair
High Spirits,PG-13,Comedy,"November 18, 1988",Ireland,8578231.0,Vision PDG
Vampire's Kiss,R,Comedy,"June 16, 1989",United States,725131.0,Hemdale
Return of the Living Dead II,R,Comedy,"January 15, 1988",United States,9205924.0,Lorimar Motion Pictures
The New Adventures of Pippi Longstocking,G,Adventure,"July 29, 1988",Sweden,3569939.0,Columbia Pictures
Eight Men Out,PG,Drama,"June 29, 1989",United States,5680515.0,Orion Pictures
Stand and Deliver,PG,Biography,"March 11, 1988",United States,13994920.0,American Playhouse
Maniac Cop,R,Action,"May 13, 1988",United States,671382.0,Shapiro-Glickenhaus Entertainment
Women on the Verge of a Nervous Breakdown,R,Comedy,"November 11, 1988",Spain,7263129.0,Laurenfilm
She's Having a Baby,PG-13,Comedy,"February 5, 1988",United States,16031707.0,Paramount Pictures
Police Academy 5: Assignment: Miami Beach,PG,Comedy,"March 18, 1988",United States,19510371.0,Warner Bros.
Tequila Sunrise,R,Crime,"December 2, 1988",United States,41292551.0,Cinema City Films
Night of the Demons,R,Comedy,"October 14, 1988",United States,3109904.0,Blue Rider Pictures
Biloxi Blues,PG-13,Comedy,"March 25, 1988",United States,51684798.0,Rastar Pictures
Shag,PG,Comedy,"July 21, 1989",United Kingdom,6957975.0,Palace Pictures
Cocoon: the Return,PG,Adventure,"November 23, 1988",United States,25024919.0,Zanuck/Brown Productions
Poltergeist III,PG,Horror,"June 10, 1988",United States,14114488.0,Metro-Goldwyn-Mayer (MGM)
Waxwork,R,Comedy,"June 17, 1988",United States,808114.0,Palla
Funny Farm,PG,Comedy,"June 3, 1988",United States,25537221.0,Cornelius Productions
As Tears Go By,Not Rated,Crime,"May 2, 2008",Hong Kong,13133.0,In-Gear Film Production
Fright Night Part 2,R,Comedy,"May 19, 1989",United States,2983784.0,Vista Organization
Caddyshack II,PG,Comedy,"July 22, 1988",United States,11798302.0,The Guber-Peters Company
School Daze,R,Comedy,"February 12, 1988",United States,14545844.0,Columbia Pictures
Johnny Be Good,R,Comedy,"March 25, 1988",United States,17550399.0,Zacharias-Buhai Productions
Taffin,R,Action,"February 26, 1988",United Kingdom,159969.0,United British Artists (UBA)
Short Circuit 2,PG,Comedy,"July 6, 1988",United States,21630088.0,TriStar Pictures
The Serpent and the Rainbow,R,Fantasy,"February 5, 1988",United States,19595031.0,Universal Pictures
A Night in the Life of Jimmy Reardon,R,Comedy,"February 26, 1988",United States,6264058.0,Island Pictures
The Presidio,R,Action,"June 10, 1988",United States,20324096.0,Paramount Pictures
Big Business,PG,Comedy,"June 10, 1988",United States,40150487.0,Touchstone Pictures
Monkey Shines,R,Drama,"July 29, 1988",United States,5344577.0,Orion Pictures
The Seventh Sign,R,Drama,"April 1, 1988",United States,18875011.0,TriStar Pictures
Time of the Gypsies,R,Comedy,"February 9, 1990",Yugoslavia,,Forum Sarajevo
Masquerade,R,Drama,"March 11, 1988",United States,15855828.0,Metro-Goldwyn-Mayer (MGM)
Phantasm II,R,Action,"July 8, 1988",United States,7282851.0,Spacegate Productions
Tucker: The Man and His Dream,PG,Biography,"August 12, 1988",United States,19652638.0,Lucasfilm
Action Jackson,R,Action,"February 12, 1988",United States,20256975.0,Lorimar Film Entertainment
"Bright Lights, Big City",R,Drama,"April 1, 1988",United States,16118077.0,United Artists
Shoot to Kill,R,Action,"February 12, 1988",United States,29300090.0,Touchstone Pictures
The Beast of War,R,Adventure,"September 7, 1988",United States,161004.0,A&M Films
Lady in White,PG-13,Fantasy,"April 22, 1988",United States,1705139.0,New Sky Communications Inc.
Gorillas in the Mist,PG-13,Biography,"October 7, 1988",United States,61149479.0,Universal Pictures
Alien Nation,R,Action,"October 7, 1988",United States,32155047.0,American Entertainment Partners II L.P.
Betrayed,R,Crime,"August 26, 1988",Japan,25816139.0,United Artists
Miracle Mile,R,Action,"May 19, 1989",United States,1145404.0,Hemdale
Buster,R,Comedy,"November 23, 1988",United Kingdom,540000.0,The Movie Group
Big Top Pee-wee,PG,Adventure,"July 22, 1988",United States,15122324.0,Paramount Pictures
For Keeps?,PG-13,Comedy,"January 15, 1988",United States,17514553.0,TriStar Pictures
Appointment with Death,PG,Crime,"April 27, 1988",United States,960040.0,Golan-Globus Productions
Some Girls,R,Comedy,"September 9, 1988",United Kingdom,401421.0,Metro-Goldwyn-Mayer (MGM)
Critters 2,PG-13,Comedy,"April 29, 1988",United States,3813293.0,New Line Cinema
Dead Heat,R,Action,"May 6, 1988",United States,3588626.0,New World Pictures
Talk Radio,R,Drama,"January 13, 1989",United States,3468572.0,Cineplex Odeon Films
Satisfaction,PG-13,Comedy,"February 12, 1988",United States,8253123.0,National Broadcasting Company (NBC)
The Bear,PG,Adventure,"October 27, 1989",France,31753898.0,Price
The Milagro Beanfield War,R,Comedy,"March 18, 1988",United States,13825794.0,Esparza
18 Again!,PG,Comedy,"April 8, 1988",United States,2567099.0,New World Entertainment Films
Vice Versa,PG,Comedy,"March 11, 1988",United States,13664060.0,Columbia Pictures
Fresh Horses,PG-13,Drama,"November 18, 1988",United States,6640346.0,Weintraub Entertainment Group
Bat*21,R,Drama,"October 21, 1988",United States,3966256.0,TriStar Pictures
Casual Sex?,R,Comedy,"April 22, 1988",United States,12277096.0,Jascat
Jack's Back,R,Crime,"May 6, 1988",United States,,Cinema Group
Bird,R,Biography,"September 30, 1988",United States,2181286.0,The Malpaso Company
Stealing Home,PG-13,Drama,"August 26, 1988",United States,7467504.0,The Mount Company
Salaam Bombay!,Not Rated,Crime,"October 7, 1988",United States,2080758.0,Mirabai Films
Young Einstein,PG,Comedy,"August 4, 1989",Australia,11536599.0,Warner Bros.
Punchline,R,Comedy,"October 7, 1988",United States,21042667.0,Columbia Pictures
Return to Snowy River,PG,Adventure,"April 15, 1988",Australia,13687027.0,Burrowes Film Group
Moving,R,Comedy,"March 4, 1988",United States,10815378.0,Warner Bros.
And God Created Woman,R,Comedy,"March 4, 1988",United States,717376.0,Vestron Pictures
High Hopes,PG,Comedy,"May 25, 1989",United Kingdom,1192322.0,Portman Productions
Little Nikita,PG,Drama,"March 18, 1988",United States,1733070.0,Columbia Pictures
Camille Claudel,R,Biography,"December 21, 1989",France,3331297.0,Les Films Christian Fechner
Torch Song Trilogy,R,Comedy,"December 14, 1988",United States,4870903.0,New Line Cinema
Vibes,PG,Adventure,"August 5, 1988",United States,1883811.0,Imagine Entertainment
36 fillette,,Romance,"January 6, 1989",France,,CB Films
D.O.A.,R,Mystery,"March 18, 1988",United States,12706478.0,Bigelow Productions
Braddock: Missing in Action III,R,Action,"January 22, 1988",United States,6193901.0,The Cannon Group
Red Scorpion,R,Action,"April 21, 1989",United States,4192440.0,Abramoff Production
Drowning by Numbers,R,Comedy,,United Kingdom,424773.0,Film Four International
Watchers,R,Action,"December 2, 1988",Canada,940173.0,Concorde Pictures
Rocket Gibraltar,PG,Drama,"September 2, 1988",United States,187349.0,Columbia Pictures
The Unholy,R,Horror,"April 22, 1988",United States,6337299.0,Vestron Pictures
Not of This Earth,R,Comedy,"May 20, 1988",United States,,Miracle Pictures
A New Life,PG-13,Comedy,"March 25, 1988",United States,7721852.0,Paramount Pictures
1969,R,Drama,"November 18, 1988",United States,5979011.0,Atlantic Entertainment Group
Arthur 2: on the Rocks,PG,Comedy,"July 8, 1988",United States,14681192.0,Warner Bros.
Messenger of Death,R,Action,"September 17, 1988",United States,3074681.0,The Cannon Group
Memories of Me,PG-13,Comedy,"October 7, 1988",United States,3965604.0,Metro-Goldwyn-Mayer (MGM)
Chocolat,PG-13,Drama,,France,2319801.0,Caroline Productions
The Couch Trip,R,Comedy,"January 15, 1988",United States,11005304.0,Orion Pictures
Without a Clue,PG,Comedy,"October 21, 1988",United Kingdom,8539181.0,Incorporated Television Company (ITC)
Bad Dreams,R,Horror,"April 8, 1988",United States,9797098.0,No Frills Film Production
Another Woman,PG,Drama,"November 18, 1988",United States,1562749.0,Jack Rollins & Charles H. Joffe Productions
Paperhouse,PG-13,Drama,"February 17, 1989",United Kingdom,241278.0,Working Title Films
Sunset,R,Crime,"April 29, 1988",United States,4594452.0,Cecchi Gori Group Tiger Cinematografica
Cop,R,Crime,"March 11, 1988",United States,1984315.0,Atlantic Entertainment Group
Pulse,PG-13,Horror,"March 4, 1988",United States,40397.0,Aspen Film Society
Stormy Monday,R,Crime,,United Kingdom,1791328.0,Atlantic Entertainment Group
Heart of Midnight,R,Drama,"March 3, 1989",United States,,Virgin Vision
Switching Channels,PG,Comedy,"March 4, 1988",United States,9129999.0,TriStar Pictures
Miles from Home,R,Action,"September 16, 1988",United States,188964.0,Cinecom Pictures
Clean and Sober,R,Drama,"August 10, 1988",United States,8674093.0,Imagine Films Entertainment
Crossing Delancey,PG,Comedy,"September 16, 1988",United States,16262415.0,Warner Bros.
Things Change,PG,Comedy,"October 21, 1988",United States,3527886.0,Columbia Pictures
Kansas,R,Crime,"September 23, 1988",United States,2432536.0,Trans World Entertainment (TWE)
Hot to Trot,PG,Comedy,"August 26, 1988",United States,6436211.0,Warner Bros.
Shakedown,R,Action,"May 6, 1988",United States,10068039.0,Shapiro-Glickenhaus Entertainment
976-EVIL,R,Comedy,"March 24, 1989",United States,2955917.0,Cinetel Films
Pascali's Island,PG-13,Drama,,United Kingdom,1451857.0,Avenue Pictures
Everybody's All-American,R,Drama,"November 4, 1988",United States,12638294.0,New Visions
Heartbreak Hotel,PG-13,Comedy,"September 30, 1988",United States,5509417.0,Silver Screen Partners III
The Chocolate War,R,Drama,"November 18, 1988",United States,303624.0,Management Company Entertainment Group (MCEG)
It Takes Two,PG-13,Comedy,"July 13, 1988",United States,344375.0,United Artists
Iron Eagle II,PG,Action,"November 11, 1988",Canada,10497324.0,Carolco Pictures
Party Line,R,Thriller,,United States,,Westwind
The Kiss,R,Drama,"October 14, 1988",Canada,1869148.0,TriStar Pictures
Spellbinder,R,Drama,"September 23, 1988",United States,657446.0,Metro-Goldwyn-Mayer (MGM)
Patty Hearst,R,Biography,"September 23, 1988",United Kingdom,1223326.0,Atlantic Entertainment Group
A Handful of Dust,PG,Drama,"June 24, 1988",United Kingdom,1560700.0,Handful of Dust
Criminal Law,R,Crime,"April 28, 1989",United States,9974446.0,Hemdale
A Summer Story,PG-13,Drama,"July 23, 1988",United Kingdom,,Incorporated Television Company (ITC)
Platoon Leader,R,Drama,,United States,1348771.0,Cannon International
The Girl in a Swing,R,Drama,"September 29, 1989",United Kingdom,747013.0,Panorama
Permanent Record,PG-13,Drama,"April 22, 1988",United States,1893139.0,Paramount Pictures
Hero and the Terror,R,Action,"August 26, 1988",United States,5301200.0,Golan-Globus Productions
Illegally Yours,PG,Comedy,"May 13, 1988",United States,259019.0,Crescent Moon
Track 29,R,Drama,"July 12, 1988",United Kingdom,429028.0,HandMade Films
"Distant Voices, Still Lives",PG-13,Drama,"November 16, 1988",United Kingdom,771745.0,British Film Institute (BFI)
Ernest Saves Christmas,PG,Comedy,"November 11, 1988",United States,28202109.0,Touchstone Pictures
Feds,PG-13,Comedy,"October 28, 1988",United States,3838793.0,Warner Bros.
Moon Over Parador,PG-13,Comedy,"September 9, 1988",United States,11444204.0,Universal Pictures
Salome's Last Dance,R,Biography,,United Kingdom,,Jolly Russell Productions
Off Limits,R,Action,"March 11, 1988",United States,7242035.0,Twentieth Century Fox
Tapeheads,R,Comedy,"October 21, 1988",United States,343786.0,Front Films
Apartment Zero,R,Drama,"September 15, 1989",United Kingdom,1267578.0,Producers Representative Organization
The Good Mother,R,Drama,"November 4, 1988",United States,4764606.0,Touchstone Pictures
Indiana Jones and the Last Crusade,PG-13,Action,"May 24, 1989",United States,474171806.0,Paramount Pictures
Road House,R,Action,"May 19, 1989",United States,30050028.0,Silver Pictures
Batman,PG-13,Action,"June 23, 1989",United States,411508343.0,Warner Bros.
Bill & Ted's Excellent Adventure,PG,Adventure,"February 17, 1989",United States,40508994.0,De Laurentiis Entertainment Group (DEG)
Field of Dreams,PG,Drama,"May 5, 1989",United States,84431625.0,Gordon Company
Dead Poets Society,PG,Comedy,"June 9, 1989",United States,235860116.0,Touchstone Pictures
The Little Mermaid,G,Animation,"November 17, 1989",United States,211343479.0,Walt Disney Pictures
The Abyss,PG-13,Adventure,"August 9, 1989",United States,90000098.0,Twentieth Century Fox
Back to the Future Part II,PG,Adventure,"November 22, 1989",United States,332500002.0,Universal Pictures
Do the Right Thing,R,Comedy,"July 21, 1989",United States,37295445.0,40 Acres & A Mule Filmworks
"Honey, I Shrunk the Kids",PG,Adventure,"June 23, 1989",United States,222724172.0,Walt Disney Pictures
Turner & Hooch,PG,Comedy,"July 28, 1989",United States,71079915.0,Touchstone Pictures
Weekend at Bernie's,PG-13,Adventure,"July 5, 1989",United States,30218387.0,Gladden Entertainment
The Karate Kid Part III,PG,Action,"June 30, 1989",United States,38956288.0,Columbia Pictures
"Sex, Lies, and Videotape",R,Drama,"September 22, 1989",United States,24741667.0,Outlaw Productions (I)
When Harry Met Sally...,R,Comedy,"July 21, 1989",United States,93232006.0,Castle Rock Entertainment
Major League,R,Comedy,"April 7, 1989",United States,49797148.0,Mirage Enterprises
Steel Magnolias,PG,Comedy,"November 22, 1989",United States,96759512.0,TriStar Pictures
Pet Sematary,R,Fantasy,"April 21, 1989",United States,57470138.0,Paramount Pictures
Uncle Buck,PG,Comedy,"August 16, 1989",United States,79258538.0,Universal Pictures
Ghostbusters II,PG,Action,"June 16, 1989",United States,215394738.0,Columbia Pictures
Tango & Cash,R,Action,"December 22, 1989",United States,63408614.0,Warner Bros.
Born on the Fourth of July,R,Biography,"January 5, 1990",United States,161001698.0,Ixtlan
Glory,R,Biography,"February 16, 1990",United States,26979166.0,TriStar Pictures
Parenthood,PG-13,Comedy,"August 2, 1989",United States,126297830.0,Imagine Entertainment
Lethal Weapon 2,R,Action,"July 7, 1989",United States,227853986.0,Warner Bros.
National Lampoon's Christmas Vacation,PG-13,Comedy,"December 1, 1989",United States,73594646.0,Warner Bros.
The 'Burbs,PG,Comedy,"February 17, 1989",United States,49101993.0,Imagine Entertainment
Say Anything,PG-13,Comedy,"April 14, 1989",United States,21515196.0,Gracie Films
License to Kill,PG-13,Action,"July 14, 1989",United Kingdom,156167015.0,Danjaq
Shirley Valentine,R,Comedy,"August 30, 1989",United Kingdom,6056912.0,Paramount Pictures
Harlem Nights,R,Comedy,"November 17, 1989",United States,60864870.0,Eddie Murphy Productions
Lock Up,R,Action,"August 4, 1989",United States,22099847.0,White Eagle
"The Cook, the Thief, His Wife & Her Lover",X,Crime,"April 6, 1990",Netherlands,7724701.0,Allarts
Warlock,R,Action,"January 11, 1991",United States,9094451.0,New World Pictures
"See No Evil, Hear No Evil",R,Comedy,"May 12, 1989",United States,46908987.0,TriStar Pictures
Casualties of War,R,Action,"August 18, 1989",United States,18671317.0,Art Linson Productions
The Package,R,Action,"August 25, 1989",United States,10647219.0,Orion Pictures
My Left Foot,R,Biography,"March 30, 1990",Ireland,14743391.0,Ferndale Films
The War of the Roses,R,Comedy,"December 8, 1989",United States,160188546.0,Twentieth Century Fox
Wild Orchid,R,Drama,"April 27, 1990",United States,11060485.0,Vision PDG
Little Monsters,PG,Adventure,"August 25, 1989",United States,793775.0,Davis Entertainment
The Wizard,PG,Adventure,"December 15, 1989",United States,14278900.0,Carolco Pictures
UHF,PG-13,Comedy,"July 21, 1989",United States,6157157.0,Cinecorp SAC
Look Who's Talking,PG-13,Comedy,"October 13, 1989",United States,296999813.0,TriStar Pictures
Star Trek V: The Final Frontier,PG,Action,"June 9, 1989",United States,52210049.0,Paramount Pictures
Tie Me Up! Tie Me Down!,NC-17,Comedy,"January 22, 1990",Spain,4088140.0,El Deseo
All Dogs Go to Heaven,G,Animation,"November 17, 1989",Ireland,27100027.0,Goldcrest Films International
Cyborg,R,Action,"April 7, 1989",United States,10166459.0,Cannon Entertainment
Always,PG,Drama,"December 22, 1989",United States,74134790.0,Universal Pictures
Leviathan,R,Adventure,"March 17, 1989",United States,15704614.0,Filmauro
Best of the Best,PG-13,Action,"November 10, 1989",United States,1700000.0,The Movie Group
Dead Calm,R,Horror,"April 7, 1989",Australia,7825009.0,Kennedy Miller Productions
Kickboxer,R,Action,"September 8, 1989",United States,14697005.0,Kings Road Entertainment
Black Rain,R,Action,"September 22, 1989",United States,134212055.0,Paramount Pictures
Troop Beverly Hills,PG,Adventure,"March 24, 1989",United States,8508843.0,Weintraub Entertainment Group
Driving Miss Daisy,PG,Drama,"January 26, 1990",United States,145793296.0,The Zanuck Company
Drugstore Cowboy,R,Crime,"October 20, 1989",United States,4729352.0,Avenue Pictures
A Nightmare on Elm Street 5: The Dream Child,R,Fantasy,"August 11, 1989",United States,22168359.0,New Line Cinema
Dream a Little Dream,PG-13,Comedy,"March 3, 1989",United States,5552441.0,Lightning Pictures
Halloween 5: The Revenge of Michael Myers,R,Horror,"October 13, 1989",United States,11642254.0,Magnum Pictures Inc.
DeepStar Six,R,Action,"January 13, 1989",United States,8143225.0,Carolco Entertainment
Sea of Love,R,Crime,"September 15, 1989",United States,110879513.0,Universal Pictures
Skin Deep,R,Comedy,"March 3, 1989",United States,19674852.0,Beco Films
K-9,PG-13,Action,"April 28, 1989",United States,78247647.0,Gordon Company
Lean on Me,PG-13,Drama,"March 3, 1989",United States,31906454.0,Norman Twain Productions
Henry V,PG-13,Action,"November 8, 1989",United Kingdom,10161099.0,Renaissance Films
She's Out of Control,PG,Comedy,"April 14, 1989",United States,12065892.0,Weintraub Entertainment Group
Friday the 13th Part VIII: Jason Takes Manhattan,R,Adventure,"July 28, 1989",Canada,14343976.0,Paramount Pictures
Teen Witch,PG-13,Comedy,"April 28, 1989",United States,27843.0,Trans World Entertainment (TWE)
Valmont,R,Drama,"November 17, 1989",France,1132112.0,Renn Productions
Scandal,R,Drama,"April 28, 1989",United Kingdom,8800000.0,British Screen Productions
The Fabulous Baker Boys,R,Comedy,"October 13, 1989",United States,18428904.0,Gladden Entertainment
Shocker,R,Comedy,"October 27, 1989",United States,16554699.0,Alive Films
Next of Kin,R,Action,"October 20, 1989",United States,15942628.0,Lorimar Film Entertainment
The Fly II,R,Drama,"February 10, 1989",United States,38903179.0,Brooksfilms
She-Devil,PG-13,Comedy,"December 8, 1989",United States,15351421.0,Orion Pictures
Mystery Train,R,Comedy,"November 17, 1989",Japan,1544973.0,JVC Entertainment Networks
Blaze,R,Biography,"December 13, 1989",United States,19131246.0,Touchstone Pictures
The Rainbow,R,Action,"May 26, 1989",United Kingdom,444055.0,Vestron Pictures
Gleaming the Cube,PG-13,Action,"January 13, 1989",United States,2777280.0,David Foster Productions
Fletch Lives,PG,Comedy,"March 17, 1989",United States,39450960.0,Universal Pictures
Communion,R,Biography,"November 10, 1989",United States,1919653.0,Allied Vision
Erik the Viking,PG-13,Comedy,"September 22, 1989",United Kingdom,1932642.0,KB Erik the Viking
Crimes and Misdemeanors,PG-13,Comedy,"November 3, 1989",United States,18254702.0,Jack Rollins & Charles H. Joffe Productions
An Innocent Man,R,Action,"October 6, 1989",United States,20047604.0,Interscope Communications
Let It Ride,PG-13,Comedy,"August 18, 1989",United States,4973285.0,Alleged Productions
Loverboy,PG-13,Comedy,"April 28, 1989",United States,3960327.0,Crescent Film Enterprises
Kill Me Again,R,Action,"October 27, 1989",United States,283694.0,Incorporated Television Company (ITC)
The Gods Must Be Crazy II,PG,Comedy,"April 13, 1990",South Africa,6291444.0,Elrina Investment
Millennium,PG-13,Drama,"August 25, 1989",United States,5777099.0,First Millenium Partnership
Chances Are,PG,Comedy,"March 10, 1989",United States,16278590.0,TriStar Pictures
The Dream Team,PG-13,Comedy,"April 7, 1989",United States,28890240.0,Universal Pictures
Last Exit to Brooklyn,R,Drama,"May 4, 1990",United Kingdom,1730005.0,Allied Filmmakers
Little Nemo: Adventures in Slumberland,G,Animation,"August 21, 1992",Japan,1368000.0,TMS Entertainment
Kinjite: Forbidden Subjects,R,Action,"February 3, 1989",United States,3416846.0,Golan-Globus Productions
Great Balls of Fire!,PG-13,Biography,"June 30, 1989",United States,13741060.0,Orion Pictures
New York Stories,PG,Comedy,"March 10, 1989",United States,10763469.0,Touchstone Pictures
Cousins,PG-13,Comedy,"February 10, 1989",United States,22026369.0,Paramount Pictures
Blind Fury,R,Action,"March 16, 1990",United States,2692037.0,TriStar Pictures
The Return of Swamp Thing,PG-13,Action,"May 12, 1989",United States,192816.0,Lightyear Entertainment
The January Man,R,Action,"January 13, 1989",United States,4611062.0,Metro-Goldwyn-Mayer (MGM)
We're No Angels,PG-13,Comedy,"December 15, 1989",United States,10555348.0,Paramount Pictures
Johnny Handsome,R,Crime,"September 29, 1989",United States,7237794.0,Carolco Pictures
Who's Harry Crumb?,PG-13,Comedy,"February 3, 1989",United States,10982364.0,TriStar Pictures
The Mighty Quinn,R,Action,"February 17, 1989",United States,4557214.0,A&M Films
Fat Man and Little Boy,PG-13,Biography,"October 20, 1989",United States,3563162.0,Paramount Pictures
Police Academy 6: City Under Siege,PG,Comedy,"March 10, 1989",United States,11567217.0,Warner Bros.
Her Alibi,PG,Comedy,"February 3, 1989",United States,18699037.0,Warner Bros.
The Blood of Heroes,R,Action,"February 23, 1990",Australia,882290.0,Kings Road Entertainment
Pink Cadillac,PG-13,Action,"May 26, 1989",United States,12143484.0,Malpaso Productions
Three Fugitives,PG-13,Action,"January 27, 1989",United States,40586886.0,Touchstone Pictures
Robot Jox,PG,Action,"November 21, 1990",United States,1272977.0,Empire Pictures
No Holds Barred,PG-13,Action,"June 2, 1989",United States,16093651.0,New Line Cinema
Family Business,R,Crime,"December 15, 1989",United States,12195695.0,TriStar Pictures
Wicked Stepmother,PG-13,Comedy,"February 3, 1989",United States,,Larco Productions
Chattahoochee,R,Biography,"April 20, 1990",United States,259486.0,Hemdale
Stepfather II: Make Room for Daddy,R,Horror,"November 3, 1989",United Kingdom,1519796.0,Incorporated Television Company (ITC)
Eddie and the Cruisers II: Eddie Lives!,PG-13,Drama,"August 18, 1989",Canada,536508.0,Scotti Brothers Pictures (I)
The Big Picture,PG-13,Comedy,"December 15, 1989",United States,117463.0,Aspen Film Society
Parents,R,Comedy,"January 27, 1989",Canada,870532.0,Great American Films Limited Partnership
Jacknife,R,Drama,"March 10, 1989",United States,2049769.0,Kings Road Entertainment
Dad,PG,Comedy,"November 10, 1989",United States,27503037.0,Amblin Entertainment
Speed Zone,PG,Action,"April 21, 1989",Canada,3077361.0,Canadian International Studios VIII
How to Get Ahead in Advertising,R,Comedy,"March 29, 1990",United Kingdom,418053.0,HandMade Films
Lisa,PG-13,Drama,"October 20, 1989",United States,4347648.0,Gary Sherman Productions
Out Cold,R,Comedy,"March 3, 1989",United States,294266.0,Braunstein and Hamady Productions
Longtime Companion,R,Drama,"May 1, 1990",United States,4609953.0,American Playhouse
Happily Ever After,G,Animation,"May 28, 1993",United States,3299382.0,Filmation Associates
Heart of Dixie,PG,Drama,"August 25, 1989",United States,1097333.0,
Tap,PG-13,Comedy,"February 10, 1989",United States,9114702.0,Beco Films
A Dry White Season,R,Drama,"September 20, 1989",United States,3766879.0,Davros Films
The Phantom of the Opera,R,Drama,"November 3, 1989",United States,3953745.0,21st Century Film Corporation
The Experts,PG-13,Comedy,"January 13, 1989",Canada,169203.0,Paramount Pictures
Triumph of the Spirit,R,Biography,"December 23, 1989",United States,408839.0,Nova International Films
The Unbelievable Truth,R,Comedy,"November 8, 1990",United States,,Action Features
True Believer,R,Crime,"February 17, 1989",United States,8742750.0,Columbia Pictures
The Horror Show,R,Horror,"April 28, 1989",United States,1738897.0,Sean S. Cunningham Films
The Tall Guy,R,Comedy,"September 21, 1990",United Kingdom,510712.0,London Weekend Television (LWT)
The Toxic Avenger Part II,R,Action,"February 24, 1989",United States,792966.0,Lorimar Film Entertainment
Dead Bang,R,Action,"March 24, 1989",United States,8125592.0,Lorimar Film Entertainment
Music Box,PG-13,Crime,"January 19, 1990",United States,6263883.0,Carolco Pictures
Gross Anatomy,PG-13,Drama,"October 20, 1989",United States,11604598.0,Hill/Rosenman
Violent Cop,Not Rated,Action,"July 16, 1999",Japan,,Bandai Media Department
Renegades,R,Action,"June 2, 1989",United States,9015164.0,Morgan Creek Entertainment
Sing,PG-13,Drama,"March 31, 1989",United States,2260616.0,TriStar Pictures
Sweetie,R,Comedy,"September 28, 1989",Australia,938562.0,Arenafilm
Listen to Me,PG-13,Drama,"May 5, 1989",United States,4299023.0,Weintraub Entertainment Group
Miss Firecracker,PG,Comedy,"January 19, 1990",United States,1852655.0,Corsair Pictures
The Rachel Papers,R,Drama,"May 12, 1989",United Kingdom,201468.0,Initial Film and Television
Wired,R,Biography,"August 25, 1989",United States,1089000.0,FM Entertainment
Lost Angels,R,Drama,"May 5, 1989",United States,1247946.0,
Jesus of Montreal,R,Drama,"May 25, 1990",Canada,1601612.0,Max Films Productions
Rooftops,R,Action,"March 17, 1989",United States,2043889.0,Koch Company
After Midnight,R,Horror,"November 3, 1989",United States,76325.0,High Bar Productions
Disorganized Crime,R,Action,"April 14, 1989",United States,7723506.0,Kouf/Bigelow Productions
Slaves of New York,R,Comedy,,United States,463972.0,TriStar Pictures
Damned River,R,Action,"October 13, 1989",United States,,Metro-Goldwyn-Mayer (MGM)
My Twentieth Century,,Comedy,"January 13, 1990",Hungary,,Budapest Stúdió Vállalat
Scenes from the Class Struggle in Beverly Hills,R,Comedy,,United States,2156471.0,North Street Films
The Terror Within,R,Horror,"January 20, 1989",United States,858591.0,Concorde Pictures
Farewell to the King,PG-13,Action,"March 3, 1989",United States,2420917.0,Cine Location Services
See You in the Morning,PG-13,Drama,"April 21, 1989",United States,4795009.0,Lorimar Film Entertainment
"I, Madman",R,Fantasy,"April 7, 1989",Canada,,Trans World Entertainment (TWE)
Immediate Family,PG-13,Drama,"October 27, 1989",United States,5932613.0,Columbia Pictures
In Country,R,Drama,"September 29, 1989",United States,3531971.0,Warner Bros.
Winter People,PG-13,Drama,"April 14, 1989",United States,2023282.0,Castle Rock Entertainment
"Enemies, A Love Story",R,Comedy,"December 13, 1989",United States,7754571.0,Morgan Creek Entertainment
American Ninja 3: Blood Hunt,R,Action,"February 24, 1989",United States,902152.0,Breton Film Productions
Physical Evidence,R,Crime,"January 27, 1989",United States,3560932.0,Columbia Pictures
Worth Winning,PG-13,Comedy,"October 27, 1989",United States,3690328.0,A&M Films
Edge of Sanity,R,Horror,"April 14, 1989",United Kingdom,,Allied Vision
Brenda Starr,PG,Adventure,"April 15, 1992",United States,67878.0,AM/PM Entertainment
How I Got Into College,PG-13,Comedy,"May 19, 1989",United States,1642239.0,Twentieth Century Fox
Mortal Passions,R,Crime,"January 26, 1990",United States,,Gibraltar Entertainment
Old Gringo,R,Adventure,"October 6, 1989",United States,3574256.0,Columbia Pictures
